t_s,head_x_mm,head_y_mm,head_z_mm,pitch_deg,yaw_deg,roll_deg,head_dx_mm,head_dy_mm,head_dz_mm,off_x,off_y,off_z,off_b,off_c,confidence,tracking_ok
9.3,11.032,6.729,597.571,6.769,-0.398,-2.998,10.137,11.032,-0.931,10.1375,11.0323,-0.9309,8.2135,-2.2237,1.0,1
9.3167,10.808,6.797,597.635,6.793,-0.293,-2.995,10.074,10.808,-0.999,10.0735,10.8076,-0.9993,8.1941,-2.1847,1.0,1
9.3333,10.58,6.865,597.699,6.815,-0.189,-2.992,10.009,10.58,-1.067,10.0094,10.5801,-1.0668,8.1735,-2.1456,1.0,1
9.35,10.35,6.931,597.763,6.836,-0.084,-2.987,9.945,10.35,-1.133,9.9452,10.3501,-1.1334,8.1517,-2.1065,1.0,1
9.3667,10.118,6.997,597.828,6.856,0.021,-2.982,9.881,10.118,-1.199,9.8807,10.1175,-1.199,8.1286,-2.0674,1.0,1
9.3833,9.882,7.062,597.892,6.875,0.125,-2.976,9.816,9.882,-1.264,9.8161,9.8824,-1.2638,8.1043,-2.0283,1.0,1
9.4,9.645,7.126,597.957,6.892,0.23,-2.969,9.751,9.645,-1.328,9.7514,9.6449,-1.3276,8.0788,-1.9891,1.0,1
9.4167,9.405,7.188,598.022,6.908,0.335,-2.96,9.687,9.405,-1.39,9.6866,9.405,-1.3904,8.0519,-1.95,1.0,1
9.4333,9.163,7.25,598.087,6.923,0.439,-2.951,9.622,9.163,-1.452,9.6215,9.1627,-1.4523,8.0239,-1.9108,1.0,1
9.45,8.918,7.311,598.152,6.936,0.544,-2.941,9.556,8.918,-1.513,9.5564,8.9183,-1.5133,7.9946,-1.8716,1.0,1
9.4667,8.672,7.371,598.217,6.948,0.649,-2.93,9.491,8.672,-1.573,9.4911,8.6716,-1.5732,7.9641,-1.8324,1.0,1
9.4833,8.423,7.43,598.283,6.959,0.753,-2.918,9.426,8.423,-1.632,9.4257,8.4227,-1.6322,7.9323,-1.7932,1.0,1
9.5,8.172,7.488,598.348,6.969,0.857,-2.905,9.36,8.172,-1.69,9.3602,8.1718,-1.6902,7.8992,-1.754,1.0,1
9.5167,7.919,7.545,598.414,6.977,0.962,-2.892,9.295,7.919,-1.747,9.2946,7.9189,-1.7473,7.865,-1.7149,1.0,1
9.5333,7.664,7.601,598.48,6.984,1.066,-2.877,9.229,7.664,-1.803,9.2288,7.664,-1.8033,7.8295,-1.6757,1.0,1
9.55,7.407,7.656,598.545,6.99,1.17,-2.861,9.163,7.407,-1.858,9.163,7.4073,-1.8583,7.7927,-1.6365,1.0,1
9.5667,7.149,7.71,598.611,6.994,1.274,-2.845,9.097,7.149,-1.912,9.097,7.1487,-1.9123,7.7548,-1.5973,1.0,1
9.5833,6.888,7.763,598.677,6.998,1.378,-2.827,9.031,6.888,-1.965,9.031,6.8883,-1.9652,7.7156,-1.5582,1.0,1
9.6,6.626,7.815,598.744,6.999,1.481,-2.809,8.965,6.626,-2.017,8.9648,6.6262,-2.0172,7.6752,-1.5191,1.0,1
9.6167,6.363,7.866,598.81,7.0,1.585,-2.79,8.899,6.363,-2.068,8.8986,6.3625,-2.0681,7.6335,-1.4799,1.0,1
9.6333,6.097,7.916,598.876,6.999,1.688,-2.77,8.832,6.097,-2.118,8.8323,6.0973,-2.1179,7.5906,-1.4409,1.0,1
9.65,5.831,7.965,598.943,6.997,1.791,-2.749,8.766,5.831,-2.167,8.7659,5.8305,-2.1667,7.5466,-1.4018,1.0,1
9.6667,5.562,8.012,599.009,6.994,1.894,-2.727,8.699,5.562,-2.214,8.6994,5.5623,-2.2145,7.5013,-1.3628,1.0,1
9.6833,5.293,8.059,599.076,6.989,1.997,-2.704,8.633,5.293,-2.261,8.6329,5.2927,-2.2611,7.4547,-1.3238,1.0,1
9.7,5.022,8.105,599.142,6.983,2.099,-2.681,8.566,5.022,-2.307,8.5663,5.0218,-2.3068,7.407,-1.2849,1.0,1
9.7167,4.75,8.149,599.209,6.976,2.202,-2.657,8.5,4.75,-2.351,8.4996,4.7497,-2.3513,7.3581,-1.246,1.0,1
9.7333,4.476,8.193,599.276,6.968,2.304,-2.631,8.433,4.476,-2.395,8.4329,4.4764,-2.3948,7.308,-1.2072,1.0,1
9.75,4.202,8.235,599.342,6.958,2.405,-2.605,8.366,4.202,-2.437,8.3661,4.202,-2.4371,7.2567,-1.1684,1.0,1
9.7667,3.927,8.276,599.409,6.947,2.507,-2.578,8.299,3.927,-2.478,8.2993,3.9266,-2.4784,7.2043,-1.1297,1.0,1
9.7833,3.65,8.317,599.476,6.934,2.608,-2.551,8.232,3.65,-2.519,8.2325,3.6502,-2.5186,7.1506,-1.0911,1.0,1
9.8,3.373,8.356,599.543,6.921,2.709,-2.522,8.166,3.373,-2.558,8.1656,3.3729,-2.5577,7.0958,-1.0525,1.0,1
9.8167,3.095,8.394,599.61,6.906,2.81,-2.493,8.099,3.095,-2.596,8.0986,3.0947,-2.5956,7.0398,-1.014,1.0,1
9.8333,2.816,8.43,599.677,6.889,2.91,-2.463,8.032,2.816,-2.632,8.0317,2.8158,-2.6325,6.9827,-0.9755,1.0,1
9.85,2.536,8.466,599.744,6.872,3.01,-2.432,7.965,2.536,-2.668,7.9647,2.5362,-2.6682,6.9244,-0.9372,1.0,1
9.8667,2.256,8.501,599.811,6.853,3.11,-2.4,7.898,2.256,-2.703,7.8977,2.256,-2.7028,6.865,-0.8989,1.0,1
9.8833,1.975,8.534,599.878,6.833,3.209,-2.368,7.831,1.975,-2.736,7.8307,1.9752,-2.7363,6.8044,-0.8608,1.0,1
9.9,1.694,8.567,599.945,6.812,3.308,-2.335,7.764,1.694,-2.769,7.7637,1.6939,-2.7687,6.7427,-0.8227,1.0,1
9.9167,1.412,8.598,600.012,6.789,3.407,-2.301,7.697,1.412,-2.8,7.6967,1.4123,-2.7999,6.6799,-0.7847,1.0,1
9.9333,1.13,8.628,600.079,6.765,3.505,-2.266,7.63,1.13,-2.83,7.6296,1.1302,-2.8299,6.616,-0.7469,1.0,1
9.95,0.848,8.657,600.146,6.74,3.603,-2.231,7.563,0.848,-2.859,7.5626,0.8479,-2.8589,6.551,-0.7091,1.0,1
9.9667,0.565,8.685,600.213,6.714,3.7,-2.195,7.496,0.565,-2.887,7.4956,0.5654,-2.8867,6.4849,-0.6715,1.0,1
9.9833,0.283,8.711,600.28,6.686,3.798,-2.158,7.429,0.283,-2.913,7.4286,0.2827,-2.9133,6.4177,-0.634,1.0,1
10.0,0.0,8.737,600.347,6.657,3.894,-2.12,7.362,0.0,-2.939,7.3617,0.0,-2.9388,6.3494,-0.5966,1.0,1
10.0167,-0.283,8.761,600.414,6.627,3.99,-2.082,7.295,-0.283,-2.963,7.2947,-0.2827,-2.9631,6.2801,-0.5594,1.0,1
10.0333,-0.565,8.784,600.481,6.596,4.086,-2.043,7.228,-0.565,-2.986,7.2278,-0.5654,-2.9862,6.2097,-0.5223,1.0,1
10.05,-0.848,8.806,600.548,6.564,4.182,-2.004,7.161,-0.848,-3.008,7.1609,-0.8479,-3.0082,6.1383,0.0,1.0,1
10.0667,-1.13,8.827,600.614,6.53,4.276,-1.964,7.094,-1.13,-3.029,7.0941,-1.1302,-3.029,6.0658,0.0,1.0,1
10.0833,-1.412,8.847,600.681,6.495,4.371,-1.923,7.027,-1.412,-3.049,7.0273,-1.4123,-3.0487,5.9924,0.0,1.0,1
10.1,-1.694,8.865,600.748,6.459,4.465,-1.882,6.961,-1.694,-3.067,6.9605,-1.6939,-3.0671,5.9179,0.0,1.0,1
10.1167,-1.975,8.882,600.815,6.421,4.558,-1.84,6.894,-1.975,-3.084,6.8938,-1.9752,-3.0844,5.8424,0.0,1.0,1
10.1333,-2.256,8.899,600.881,6.383,4.651,-1.798,6.827,-2.256,-3.101,6.8272,-2.256,-3.1005,5.766,0.0,1.0,1
10.15,-2.536,8.913,600.948,6.343,4.744,-1.755,6.761,-2.536,-3.115,6.7606,-2.5362,-3.1155,5.6885,0.0,1.0,1
10.1667,-2.816,8.927,601.014,6.302,4.836,-1.711,6.694,-2.816,-3.129,6.6941,-2.8158,-3.1292,5.6102,0.0,1.0,1
10.1833,-3.095,8.94,601.081,6.26,4.927,-1.667,6.628,-3.095,-3.142,6.6277,-3.0947,-3.1418,5.5308,0.0,1.0,1
10.2,-3.373,8.951,601.147,6.217,5.018,-1.622,6.561,-3.373,-3.153,6.5613,-3.3729,-3.1532,5.4506,0.0,1.0,1
10.2167,-3.65,8.961,601.213,6.173,5.108,-1.577,6.495,-3.65,-3.163,6.495,-3.6502,-3.1634,5.3694,0.0,1.0,1
10.2333,-3.927,8.97,601.28,6.127,5.198,-1.531,6.429,-3.927,-3.172,6.4288,-3.9266,-3.1724,5.2873,0.0,1.0,1
10.25,-4.202,8.978,601.346,6.08,5.287,-1.485,6.363,-4.202,-3.18,6.3627,-4.202,-3.1802,5.2043,0.0,1.0,1
10.2667,-4.476,8.985,601.412,6.033,5.376,-1.439,6.297,-4.476,-3.187,6.2967,-4.4764,-3.1868,5.1204,0.0,1.0,1
10.2833,-4.75,8.99,601.478,5.984,5.464,-1.391,6.231,-4.75,-3.192,6.2307,-4.7497,-3.1922,5.0356,0.0,1.0,1
10.3,-5.022,8.994,601.544,5.934,5.551,-1.344,6.165,-5.022,-3.196,6.1649,-5.0218,-3.1965,4.95,0.0,1.0,1
10.3167,-5.293,8.997,601.609,5.883,5.638,-1.296,6.099,-5.293,-3.2,6.0992,-5.2927,-3.1995,4.8636,0.0,1.0,1
10.3333,-5.562,8.999,601.675,5.83,5.724,-1.248,6.034,-5.562,-3.201,6.0336,-5.5623,-3.2014,4.7763,0.0,1.0,1
10.35,-5.831,9.0,601.74,5.777,5.81,-1.199,5.968,-5.831,-3.202,5.9682,-5.8305,-3.202,4.6883,0.0,1.0,1
10.3667,-6.097,8.999,601.806,5.723,5.895,-1.15,5.903,-6.097,-3.202,5.9028,-6.0973,-3.2015,4.5994,0.0,1.0,1
10.3833,-6.363,8.998,601.871,5.667,5.979,-1.1,5.838,-6.363,-3.2,5.8376,-6.3625,-3.1998,4.5098,0.0,1.0,1
10.4,-6.626,8.995,601.936,5.611,6.062,-1.05,5.772,-6.626,-3.197,5.7725,-6.6262,-3.1968,4.4194,0.0,1.0,1
10.4167,-6.888,8.991,602.001,5.553,6.145,-1.0,5.708,-6.888,-3.193,5.7075,-6.8883,-3.1927,4.3282,0.0,1.0,1
10.4333,-7.149,8.985,602.066,5.495,6.228,-0.95,5.643,-7.149,-3.187,5.6427,-7.1487,-3.1874,4.2364,0.0,1.0,1
10.45,-7.407,8.979,602.13,5.435,6.309,-0.899,5.578,-7.407,-3.181,5.578,-7.4073,-3.1809,4.1438,0.0,1.0,1
10.4667,-7.664,8.971,602.195,5.375,6.39,-0.848,5.514,-7.664,-3.173,5.5135,-7.664,-3.1732,4.0505,0.0,1.0,1
10.4833,-7.919,8.962,602.259,5.313,6.47,-0.796,5.449,-7.919,-3.164,5.4491,-7.9189,-3.1643,3.9565,0.0,1.0,1
10.5,-8.172,8.952,602.324,5.251,6.55,-0.745,5.385,-8.172,-3.154,5.3849,-8.1718,-3.1543,3.8619,0.0,1.0,1
10.5167,-8.423,8.941,602.388,5.187,6.629,-0.693,5.321,-8.423,-3.143,5.3209,-8.4227,-3.143,3.7666,0.0,1.0,1
10.5333,-8.672,8.928,602.451,5.123,6.707,-0.641,5.257,-8.672,-3.131,5.257,-8.6716,-3.1305,3.6707,0.0,1.0,1
10.55,-8.918,8.915,602.515,5.057,6.784,-0.589,5.193,-8.918,-3.117,5.1933,-8.9183,-3.1169,3.5742,0.0,1.0,1
10.5667,-9.163,8.9,602.579,4.991,6.861,-0.536,5.13,-9.163,-3.102,5.1297,-9.1627,-3.1021,3.477,0.0,1.0,1
10.5833,-9.405,8.884,602.642,4.924,6.936,-0.484,5.066,-9.405,-3.086,5.0664,-9.405,-3.0861,3.3793,0.0,1.0,1
10.6,-9.645,8.867,602.705,4.856,7.011,-0.431,5.003,-9.645,-3.069,5.0032,-9.6449,-3.0689,3.2811,0.0,1.0,1
10.6167,-9.882,8.849,602.768,4.786,7.086,-0.378,4.94,-9.882,-3.051,4.9402,-9.8824,-3.0506,3.1823,0.0,1.0,1
10.6333,-10.118,8.829,602.831,4.717,7.159,-0.325,4.877,-10.118,-3.031,4.8775,-10.1175,-3.031,3.083,0.0,1.0,1
10.65,-10.35,8.808,602.894,4.646,7.232,-0.272,4.815,-10.35,-3.01,4.8149,-10.3501,-3.0103,2.9831,0.0,1.0,1
10.6667,-10.58,8.786,602.956,4.574,7.304,-0.218,4.753,-10.58,-2.988,4.7525,-10.5801,-2.9885,2.8828,0.0,1.0,1
10.6833,-10.808,8.763,603.018,4.501,7.375,-0.165,4.69,-10.808,-2.965,4.6903,-10.8076,-2.9654,2.782,0.0,1.0,1
10.7,-11.032,8.739,603.08,4.428,7.445,-0.112,4.628,-11.032,-2.941,4.6284,-11.0323,-2.9412,2.6808,0.0,1.0,1
10.7167,-11.254,8.714,603.142,4.354,7.515,-0.058,4.567,-11.254,-2.916,4.5666,-11.2544,-2.9159,2.5791,0.0,1.0,1
10.7333,-11.474,8.687,603.203,4.279,7.583,-0.005,4.505,-11.474,-2.889,4.5051,-11.4736,-2.8894,2.4771,0.0,1.0,1
10.75,-11.69,8.66,603.265,4.203,7.651,0.048,4.444,-11.69,-2.862,4.4438,-11.6901,-2.8617,2.3746,0.0,1.0,1
10.7667,-11.904,8.631,603.326,4.126,7.718,0.102,4.383,-11.904,-2.833,4.3827,-11.9036,-2.8329,2.2717,0.0,1.0,1
10.7833,-12.114,8.601,603.387,4.049,7.784,0.155,4.322,-12.114,-2.803,4.3219,-12.1142,-2.8029,2.1685,0.0,1.0,1
10.8,-12.322,8.57,603.447,3.971,7.85,0.209,4.261,-12.322,-2.772,4.2613,-12.3218,-2.7718,2.065,0.0,1.0,1
10.8167,-12.526,8.538,603.508,3.892,7.914,0.262,4.201,-12.526,-2.74,4.2009,-12.5264,-2.7396,1.9612,0.0,1.0,1
10.8333,-12.728,8.504,603.568,3.812,7.978,0.315,4.141,-12.728,-2.706,4.1408,-12.7279,-2.7062,1.857,0.0,1.0,1
10.85,-12.926,8.47,603.628,3.732,8.04,0.368,4.081,-12.926,-2.672,4.081,-12.9263,-2.6717,1.7526,1.0103,1.0,1
10.8667,-13.121,8.434,603.687,3.651,8.102,0.421,4.021,-13.121,-2.636,4.0214,-13.1214,-2.6361,1.6479,1.0335,1.0,1
10.8833,-13.313,8.397,603.746,3.57,8.163,0.474,3.962,-13.313,-2.599,3.962,-13.3134,-2.5994,1.543,1.0563,1.0,1
10.9,-13.502,8.359,603.806,3.487,8.223,0.526,3.903,-13.502,-2.561,3.9029,-13.502,-2.5615,1.4379,1.0787,1.0,1
10.9167,-13.687,8.32,603.864,3.404,8.282,0.579,3.844,-13.687,-2.523,3.8441,-13.6873,-2.5225,1.3326,1.1007,1.0,1
10.9333,-13.869,8.28,603.923,3.321,8.341,0.631,3.786,-13.869,-2.482,3.7856,-13.8692,-2.4825,1.2271,1.1222,1.0,1
10.95,-14.048,8.239,603.981,3.237,8.398,0.683,3.727,-14.048,-2.441,3.7273,-14.0477,-2.4413,1.1214,1.1434,1.0,1
10.9667,-14.223,8.197,604.039,3.152,8.454,0.735,3.669,-14.223,-2.399,3.6693,-14.2228,-2.399,1.0156,1.1641,1.0,1
10.9833,-14.394,8.154,604.097,3.066,8.51,0.787,3.612,-14.394,-2.356,3.6116,-14.3943,-2.3557,0.9097,1.1844,1.0,1
11.0,-14.562,8.109,604.154,2.98,8.564,0.838,3.554,-14.562,-2.311,3.5542,-14.5623,-2.3113,0.8037,1.2043,1.0,1
11.0167,-14.727,8.064,604.211,2.894,8.618,0.889,3.497,-14.727,-2.266,3.497,-14.7267,-2.2657,0.6977,1.2238,1.0,1
11.0333,-14.887,8.017,604.268,2.807,8.671,0.94,3.44,-14.887,-2.219,3.4402,-14.8875,-2.2192,0.5915,1.2428,1.0,1
11.05,-15.045,7.969,604.325,2.719,8.722,0.991,3.384,-15.045,-2.172,3.3837,-15.0445,-2.1715,0.0,1.2614,1.0,1
11.0667,-15.198,7.921,604.381,2.631,8.773,1.041,3.327,-15.198,-2.123,3.3274,-15.1979,-2.1228,0.0,1.2796,1.0,1
11.0833,-15.348,7.871,604.437,2.543,8.823,1.091,3.272,-15.348,-2.073,3.2715,-15.3475,-2.0731,0.0,1.2974,1.0,1
11.1,-15.493,7.82,604.493,2.454,8.872,1.141,3.216,-15.493,-2.022,3.2159,-15.4934,-2.0223,0.0,1.3147,1.0,1
11.1167,-15.635,7.768,604.548,2.364,8.919,1.19,3.161,-15.635,-1.97,3.1606,-15.6354,-1.9705,0.0,1.3315,1.0,1
11.1333,-15.774,7.716,604.603,2.274,8.966,1.239,3.106,-15.774,-1.918,3.1056,-15.7735,-1.9176,0.0,1.3479,1.0,1
11.15,-15.908,7.662,604.657,2.184,9.012,1.287,3.051,-15.908,-1.864,3.051,-15.9078,-1.8637,0.0,1.3639,1.0,1
11.1667,-16.038,7.607,604.712,2.093,9.057,1.335,2.997,-16.038,-1.809,2.9966,-16.0381,-1.8088,0.0,1.3794,1.0,1
11.1833,-16.164,7.551,604.766,2.002,9.101,1.383,2.943,-16.164,-1.753,2.9426,-16.1645,-1.7529,0.0,1.3945,1.0,1
11.2,-16.287,7.494,604.819,1.911,9.144,1.43,2.889,-16.287,-1.696,2.889,-16.2869,-1.696,0.0,1.4092,1.0,1
11.2167,-16.405,7.436,604.873,1.819,9.186,1.477,2.836,-16.405,-1.638,2.8357,-16.4053,-1.6381,0.0,1.4234,1.0,1
11.2333,-16.52,7.377,604.926,1.727,9.227,1.523,2.783,-16.52,-1.579,2.7827,-16.5196,-1.5792,0.0,1.4371,1.0,1
11.25,-16.63,7.317,604.978,1.634,9.266,1.569,2.73,-16.63,-1.519,2.73,-16.6298,-1.5193,0.0,1.4504,1.0,1
11.2667,-16.736,7.256,605.031,1.541,9.305,1.614,2.678,-16.736,-1.458,2.6778,-16.736,-1.4585,0.0,1.4632,1.0,1
11.2833,-16.838,7.195,605.083,1.448,9.343,1.659,2.626,-16.838,-1.397,2.6258,-16.838,-1.3967,0.0,1.4756,1.0,1
11.3,-16.936,7.132,605.134,1.355,9.38,1.703,2.574,-16.936,-1.334,2.5742,-16.9359,-1.3339,-1.0975,1.4876,1.0,1
11.3167,-17.03,7.068,605.185,1.261,9.416,1.747,2.523,-17.03,-1.27,2.523,-17.0295,-1.2702,-1.2014,1.4991,1.0,1
11.3333,-17.119,7.003,605.236,1.167,9.451,1.79,2.472,-17.119,-1.206,2.4722,-17.119,-1.2055,-1.3051,1.5101,1.0,1
11.35,-17.204,6.938,605.287,1.073,9.484,1.832,2.422,-17.204,-1.14,2.4217,-17.2043,-1.14,-1.4084,1.5207,1.0,1
11.3667,-17.285,6.871,605.337,0.979,9.517,1.874,2.372,-17.285,-1.073,2.3716,-17.2853,-1.0735,-1.5114,1.5309,1.0,1
11.3833,-17.362,6.804,605.387,0.885,9.549,1.916,2.322,-17.362,-1.006,2.3218,-17.362,-1.0061,-1.614,1.5405,1.0,1
11.4,-17.434,6.736,605.436,0.79,9.579,1.957,2.272,-17.434,-0.938,2.2725,-17.4345,-0.9377,-1.7162,1.5498,1.0,1
11.4167,-17.503,6.666,605.485,0.695,9.609,1.997,2.223,-17.503,-0.869,2.2235,-17.5027,-0.8685,-1.818,1.5586,1.0,1
11.4333,-17.567,6.596,605.534,0.6,9.637,2.036,2.175,-17.567,-0.798,2.1749,-17.5665,-0.7984,-1.9194,1.5669,1.0,1
11.45,-17.626,6.525,605.582,0.505,9.665,2.075,2.127,-17.626,-0.727,2.1267,-17.626,-0.7275,-2.0204,1.5748,1.0,1
11.4667,-17.681,6.454,605.63,0.41,9.691,2.113,2.079,-17.681,-0.656,2.0789,-17.6812,-0.6557,-2.1208,1.5823,1.0,1
11.4833,-17.732,6.381,605.677,0.315,9.716,2.151,2.031,-17.732,-0.583,2.0315,-17.732,-0.583,-2.2208,1.5893,1.0,1
11.5,-17.778,6.307,605.724,0.22,9.74,2.188,1.984,-17.778,-0.509,1.9844,-17.7784,-0.5094,-2.3203,1.5958,1.0,1
11.5167,-17.82,6.233,605.771,0.125,9.764,2.224,1.938,-17.82,-0.435,1.9378,-17.8204,-0.4351,-2.4193,1.6019,1.0,1
11.5333,-17.858,6.158,605.817,0.029,9.786,2.259,1.892,-17.858,-0.36,1.8916,-17.8581,-0.3599,-2.5008,1.5641,1.0,1
11.55,-17.891,6.082,605.863,-0.066,9.807,2.294,1.846,-17.891,-0.284,1.8458,-17.8913,-0.2839,-2.5796,1.5222,1.0,1
11.5667,-17.92,6.005,605.908,-0.161,9.827,2.328,1.8,-17.92,-0.207,1.8004,-17.9201,-0.207,-2.6576,1.4811,1.0,1
11.5833,-17.945,5.927,605.953,-0.257,9.846,2.362,1.755,-17.945,-0.129,1.7554,-17.9445,-0.1294,-2.7349,1.4407,1.0,1
11.6,-17.964,5.849,605.998,-0.352,9.863,2.394,1.711,-17.964,-0.051,1.7109,-17.9645,-0.051,-2.8113,1.4011,1.0,1
11.6167,-17.98,5.77,606.042,-0.447,9.88,2.426,1.667,-17.98,0.028,1.6667,-17.98,0.0282,-2.887,1.3622,1.0,1
11.6333,-17.991,5.69,606.085,-0.542,9.896,2.457,1.623,-17.991,0.108,1.623,-17.9911,0.1081,-2.9618,1.3241,1.0,1
11.65,-17.998,5.609,606.129,-0.637,9.91,2.487,1.58,-17.998,0.189,1.5797,-17.9978,0.1888,-3.0359,1.2867,1.0,1
11.6667,-18.0,5.528,606.172,-0.732,9.924,2.517,1.537,-18.0,0.27,1.5368,-18.0,0.2703,-3.1091,1.25,1.0,1
11.6833,-17.998,5.446,606.214,-0.826,9.936,2.545,1.494,-17.998,0.352,1.4944,-17.9978,0.3524,-3.1816,1.2141,1.0,1
11.7,-17.991,5.363,606.256,-0.921,9.947,2.573,1.452,-17.991,0.435,1.4524,-17.9911,0.4353,-3.2532,1.1789,1.0,1
11.7167,-17.98,5.279,606.298,-1.015,9.958,2.6,1.411,-17.98,0.519,1.4109,-17.98,0.519,-3.3241,1.1444,1.0,1
11.7333,-17.964,5.195,606.339,-1.11,9.967,2.627,1.37,-17.964,0.603,1.3698,-17.9645,0.6033,-3.3941,1.1106,1.0,1
11.75,-17.945,5.11,606.379,-1.204,9.975,2.652,1.329,-17.945,0.688,1.3291,-17.9445,0.6883,-3.4633,1.0775,1.0,1
11.7667,-17.92,5.024,606.42,-1.297,9.982,2.676,1.289,-17.92,0.774,1.2889,-17.9201,0.774,-3.5317,1.0452,1.0,1
11.7833,-17.891,4.938,606.459,-1.391,9.987,2.7,1.249,-17.891,0.86,1.2491,-17.8913,0.8603,-3.5993,1.0135,1.0,1
11.8,-17.858,4.851,606.499,-1.484,9.992,2.723,1.21,-17.858,0.947,1.2098,-17.8581,0.9473,-3.6661,0.9826,1.0,1
11.8167,-17.82,4.763,606.538,-1.577,9.996,2.745,1.171,-17.82,1.035,1.1709,-17.8204,1.035,-3.732,0.9523,1.0,1
11.8333,-17.778,4.675,606.576,-1.67,9.998,2.766,1.133,-17.778,1.123,1.1325,-17.7784,1.1232,-3.7971,0.9227,1.0,1
11.85,-17.732,4.586,606.614,-1.762,10.0,2.786,1.095,-17.732,1.212,1.0946,-17.732,1.2121,-3.8614,0.8938,1.0,1
11.8667,-17.681,4.496,606.651,-1.854,10.0,2.806,1.057,-17.681,1.302,1.0571,-17.6812,1.3016,-3.9248,0.8656,1.0,1
11.8833,-17.626,4.406,606.688,-1.946,9.999,2.824,1.02,-17.626,1.392,1.0201,-17.626,1.3917,-3.9874,0.838,1.0,1
11.9,-17.567,4.316,606.725,-2.037,9.997,2.842,0.984,-17.567,1.482,0.9836,-17.5665,1.4824,-4.0492,0.8111,1.0,1
11.9167,-17.503,4.224,606.761,-2.128,9.994,2.858,0.948,-17.503,1.574,0.9475,-17.5027,1.5737,-4.1101,0.7849,1.0,1
11.9333,-17.434,4.132,606.797,-2.219,9.99,2.874,0.912,-17.434,1.666,0.9119,-17.4345,1.6655,-4.1701,0.7593,1.0,1
11.95,-17.362,4.04,606.832,-2.309,9.985,2.889,0.877,-17.362,1.758,0.8768,-17.362,1.7579,-4.2294,0.7343,1.0,1
11.9667,-17.285,3.947,606.866,-2.399,9.979,2.903,0.842,-17.285,1.851,0.8422,-17.2853,1.8508,-4.2877,0.71,1.0,1
11.9833,-17.204,3.854,606.9,-2.488,9.972,2.916,0.808,-17.204,1.944,0.808,-17.2043,1.9442,-4.3452,0.6863,1.0,1
